TIME,GEO,AIRPOL,INDIC_NV,UNIT,Value,Flag and Footnotes
2011,Latvia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,517,892",
2011,Latvia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"20,495",
2011,Latvia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"193,829",
2011,Latvia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-132,369",
2011,Latvia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"7,820,281",
2011,Latvia,Methane,All NACE branches plus households,Tonne,"67,408.07",
2011,Latvia,Methane,Production and consumption activities abroad by residents,Tonne,87.87,
2011,Latvia,Methane,Fishing vessels operated abroad by residents,Tonne,1.94,
2011,Latvia,Methane,Production and consumption activities on the territory by non-residents,Tonne,11.69,
2011,Latvia,Methane,Adjustments and statistical discrepancy,Tonne,-1.88,
2011,Latvia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"67,330.01",
2011,Latvia,Nitrous oxide,All NACE branches plus households,Tonne,"6,139.52",
2011,Latvia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,39.02,
2011,Latvia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0.55,
2011,Latvia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,4.59,
2011,Latvia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-4.79,
2011,Latvia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,100.30",
2011,Lithuania,Carbon dioxide,All NACE branches plus households,Tonne,"17,937,721",
2011,Lithuania,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"4,155,222",
2011,Lithuania,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"24,115",
2011,Lithuania,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"454,583",
2011,Lithuania,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-171,161",
2011,Lithuania,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"14,065,922",
2011,Lithuania,Methane,All NACE branches plus households,Tonne,"140,699.08",
2011,Lithuania,Methane,Production and consumption activities abroad by residents,Tonne,630.96,
2011,Lithuania,Methane,Fishing vessels operated abroad by residents,Tonne,2.19,
2011,Lithuania,Methane,Production and consumption activities on the territory by non-residents,Tonne,46.89,
2011,Lithuania,Methane,Adjustments and statistical discrepancy,Tonne,64.99,
2011,Lithuania,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"140,180",
2011,Lithuania,Nitrous oxide,All NACE branches plus households,Tonne,"11,532.50",
2011,Lithuania,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,128.65,
2011,Lithuania,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0.63,
2011,Lithuania,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,13.58,
2011,Lithuania,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,32.31,
2011,Lithuania,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"11,449.74",
2011,Luxembourg,Carbon dioxide,All NACE branches plus households,Tonne,"8,326,837",
2011,Luxembourg,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,846,900",
2011,Luxembourg,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Luxembourg,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"5,863,100",
2011,Luxembourg,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,229,927",
2011,Luxembourg,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"11,113,110",
2011,Luxembourg,Methane,All NACE branches plus households,Tonne,"22,564.33",
2011,Luxembourg,Methane,Production and consumption activities abroad by residents,Tonne,12.48,
2011,Luxembourg,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Luxembourg,Methane,Production and consumption activities on the territory by non-residents,Tonne,52.8,
2011,Luxembourg,Methane,Adjustments and statistical discrepancy,Tonne,58.98,
2011,Luxembourg,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"22,663.63",
2011,Luxembourg,Nitrous oxide,All NACE branches plus households,Tonne,"1,002.68",
2011,Luxembourg,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,51.7,
2011,Luxembourg,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Luxembourg,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,149.3,
2011,Luxembourg,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-31.82,
2011,Luxembourg,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,068.46",
2011,Hungary,Carbon dioxide,All NACE branches plus households,Tonne,"53,485,523",
2011,Hungary,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"4,077,930",
2011,Hungary,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Hungary,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,034,831",
2011,Hungary,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-66,878",
2011,Hungary,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"50,375,545",
2011,Hungary,Methane,All NACE branches plus households,Tonne,"310,230.23",
2011,Hungary,Methane,Production and consumption activities abroad by residents,Tonne,189.71,
2011,Hungary,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Hungary,Methane,Production and consumption activities on the territory by non-residents,Tonne,54.06,
2011,Hungary,Methane,Adjustments and statistical discrepancy,Tonne,-0.47,
2011,Hungary,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"310,094.11",
2011,Hungary,Nitrous oxide,All NACE branches plus households,Tonne,"12,977.04",
2011,Hungary,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,127.69,
2011,Hungary,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Hungary,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,32.87,
2011,Hungary,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-1.87,
2011,Hungary,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"12,880.35",
2011,Malta,Carbon dioxide,All NACE branches plus households,Tonne,"3,812,994",s
2011,Malta,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,201,458",s
2011,Malta,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Malta,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,s
2011,Malta,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Malta,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,611,536",
2011,Malta,Methane,All NACE branches plus households,Tonne,"6,745.19",s
2011,Malta,Methane,Production and consumption activities abroad by residents,Tonne,:,
2011,Malta,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2011,Malta,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2011,Malta,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Malta,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,745.19",
2011,Malta,Nitrous oxide,All NACE branches plus households,Tonne,146.28,s
2011,Malta,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2011,Malta,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2011,Malta,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2011,Malta,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Malta,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,146.28,
2011,Netherlands,Carbon dioxide,All NACE branches plus households,Tonne,"186,453,291",
2011,Netherlands,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"22,436,229",
2011,Netherlands,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Netherlands,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"6,823,737",
2011,Netherlands,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,273,566",
2011,Netherlands,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"169,567,232",
2011,Netherlands,Methane,All NACE branches plus households,Tonne,"754,593.14",
2011,Netherlands,Methane,Production and consumption activities abroad by residents,Tonne,593.23,
2011,Netherlands,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Netherlands,Methane,Production and consumption activities on the territory by non-residents,Tonne,226.73,
2011,Netherlands,Methane,Adjustments and statistical discrepancy,Tonne,115.78,
2011,Netherlands,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"754,342.43",
2011,Netherlands,Nitrous oxide,All NACE branches plus households,Tonne,"28,819.06",
2011,Netherlands,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,715,
2011,Netherlands,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Netherlands,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,185.64,
2011,Netherlands,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-43.19,
2011,Netherlands,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"28,246.51",
2011,Austria,Carbon dioxide,All NACE branches plus households,Tonne,"68,389,272",
2011,Austria,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"-3,983,843",
2011,Austria,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Austria,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,
2011,Austria,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-2,230,555",
2011,Austria,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"70,142,560",
2011,Austria,Methane,All NACE branches plus households,Tonne,"282,303.15",
2011,Austria,Methane,Production and consumption activities abroad by residents,Tonne,-148.59,
2011,Austria,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Austria,Methane,Production and consumption activities on the territory by non-residents,Tonne,0,
2011,Austria,Methane,Adjustments and statistical discrepancy,Tonne,-48,
2011,Austria,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"282,403.73",
2011,Austria,Nitrous oxide,All NACE branches plus households,Tonne,"11,192.42",
2011,Austria,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,-104.32,
2011,Austria,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Austria,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,0,
2011,Austria,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,309.82,
2011,Austria,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"11,606.56",
2011,Poland,Carbon dioxide,All NACE branches plus households,Tonne,"342,179,379",
2011,Poland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"10,224,605",
2011,Poland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Poland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,058,313",
2011,Poland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Poland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"333,013,087",
2011,Poland,Methane,All NACE branches plus households,Tonne,"2,009,146.83",
2011,Poland,Methane,Production and consumption activities abroad by residents,Tonne,740.54,
2011,Poland,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2011,Poland,Methane,Production and consumption activities on the territory by non-residents,Tonne,166.33,
2011,Poland,Methane,Adjustments and statistical discrepancy,Tonne,0,
2011,Poland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,008,572.62",
2011,Poland,Nitrous oxide,All NACE branches plus households,Tonne,"67,833.14",
2011,Poland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,329.2,
2011,Poland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2011,Poland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,40.93,
2011,Poland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2011,Poland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"67,544.87",
2011,Portugal,Carbon dioxide,All NACE branches plus households,Tonne,"53,141,400",
2011,Portugal,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,205,400",
2011,Portugal,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"58,900",
2011,Portugal,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"4,722,800",
